No.,Time,Source,Destination,Protocol,Length,Info
38573,571.150871,172.16.64.10,10.80.0.50,TDS,93,Response
38574,571.15099,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38575,571.190836,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=254320 Ack=7605095 Win=3645 Len=0
38576,571.249325,172.16.64.10,10.80.0.50,TDS,93,Response
38577,571.249432,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38580,571.290171,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=254359 Ack=7606261 Win=3645 Len=0
38581,571.34518,172.16.64.10,10.80.0.50,TDS,93,Response
38582,571.345345,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38584,571.386202,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=254398 Ack=7607427 Win=3645 Len=0
38585,571.437805,172.16.64.10,10.80.0.50,TDS,93,Response
38586,571.437957,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38588,571.478109,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=254437 Ack=7608593 Win=3645 Len=0
38589,571.534661,172.16.64.10,10.80.0.50,TDS,93,Response
38590,571.53485,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38591,571.575149,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=254476 Ack=7609759 Win=3645 Len=0
38593,571.637084,172.16.64.10,10.80.0.50,TDS,93,Response
38594,571.637186,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38595,571.677877,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=254515 Ack=7610925 Win=3645 Len=0
38597,571.755963,172.16.64.10,10.80.0.50,TDS,93,Response
38598,571.756069,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38599,571.795853,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=254554 Ack=7612091 Win=3645 Len=0
38600,571.873645,172.16.64.10,10.80.0.50,TDS,93,Response
38601,571.873783,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38602,571.913763,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=254593 Ack=7613257 Win=3645 Len=0
38603,571.976777,172.16.64.10,10.80.0.50,TDS,93,Response
38604,571.977012,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38605,572.016834,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=254632 Ack=7614423 Win=3645 Len=0
38607,572.074263,172.16.64.10,10.80.0.50,TDS,93,Response
38608,572.074391,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38610,572.115125,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=254671 Ack=7615589 Win=3645 Len=0
38613,572.175644,172.16.64.10,10.80.0.50,TDS,93,Response
38614,572.175768,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38615,572.216148,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=254710 Ack=7616755 Win=3645 Len=0
38617,572.272669,172.16.64.10,10.80.0.50,TDS,93,Response
38618,572.272848,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38619,572.313266,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=254749 Ack=7617921 Win=3645 Len=0
38620,572.361209,172.16.64.10,10.80.0.50,TDS,93,Response
38621,572.361354,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38622,572.402018,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=254788 Ack=7619087 Win=3645 Len=0
38623,572.458973,172.16.64.10,10.80.0.50,TDS,93,Response
38624,572.459151,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38625,572.500167,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=254827 Ack=7620253 Win=3645 Len=0
38626,572.569859,172.16.64.10,10.80.0.50,TDS,93,Response
38627,572.570028,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38628,572.6103,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=254866 Ack=7621419 Win=3645 Len=0
38631,572.679617,172.16.64.10,10.80.0.50,TDS,93,Response
38632,572.679718,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38633,572.720111,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=254905 Ack=7622585 Win=3645 Len=0
38635,572.778646,172.16.64.10,10.80.0.50,TDS,93,Response
38636,572.778813,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38637,572.819266,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=254944 Ack=7623751 Win=3645 Len=0
38638,572.872207,172.16.64.10,10.80.0.50,TDS,93,Response
38639,572.872337,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38640,572.912779,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=254983 Ack=7624917 Win=3645 Len=0
38641,572.963694,172.16.64.10,10.80.0.50,TDS,93,Response
38642,572.963808,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38643,573.003764,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=255022 Ack=7626083 Win=3645 Len=0
38644,573.055248,172.16.64.10,10.80.0.50,TDS,93,Response
38645,573.055377,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38646,573.095727,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=255061 Ack=7627249 Win=3645 Len=0
38647,573.15463,172.16.64.10,10.80.0.50,TDS,93,Response
38648,573.154755,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38649,573.195049,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=255100 Ack=7628415 Win=3645 Len=0
38650,573.268368,172.16.64.10,10.80.0.50,TDS,93,Response
38651,573.268481,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38652,573.308806,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=255139 Ack=7629581 Win=3645 Len=0
38653,573.382523,172.16.64.10,10.80.0.50,TDS,93,Response
38654,573.382681,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38655,573.423139,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=255178 Ack=7630747 Win=3645 Len=0
38656,573.493628,172.16.64.10,10.80.0.50,TDS,93,Response
38657,573.493758,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38659,573.533838,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=255217 Ack=7631913 Win=3645 Len=0
38662,573.592112,172.16.64.10,10.80.0.50,TDS,93,Response
38663,573.592237,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38665,573.632803,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=255256 Ack=7633079 Win=3645 Len=0
38667,573.692177,172.16.64.10,10.80.0.50,TDS,93,Response
38668,573.692294,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call
38670,573.732729,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=255295 Ack=7634245 Win=3645 Len=0
38671,573.816404,172.16.64.10,10.80.0.50,TDS,93,Response
38672,573.816539,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38673,573.857256,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=255334 Ack=7635411 Win=3645 Len=0
38674,573.944928,172.16.64.10,10.80.0.50,TDS,93,Response
38675,573.94504,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38676,573.985136,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=255373 Ack=7636577 Win=3645 Len=0
38677,574.064916,172.16.64.10,10.80.0.50,TDS,93,Response
38678,574.065014,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call
38679,574.104858,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=255412 Ack=7637743 Win=3645 Len=0
38680,574.171193,172.16.64.10,10.80.0.50,TDS,93,Response
38681,574.171332,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
38682,574.211876,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=255451 Ack=7638911 Win=3645 Len=0
38683,574.267475,172.16.64.10,10.80.0.50,TDS,93,Response
38684,574.267639,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
38685,574.307761,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=255490 Ack=7640079 Win=3645 Len=0
38688,574.363858,172.16.64.10,10.80.0.50,TDS,93,Response
38689,574.363981,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
38690,574.403861,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=255529 Ack=7641247 Win=3645 Len=0
38692,574.46054,172.16.64.10,10.80.0.50,TDS,93,Response
38693,574.460641,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
38694,574.500817,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=255568 Ack=7642415 Win=3645 Len=0
38695,574.559534,172.16.64.10,10.80.0.50,TDS,93,Response
38696,574.559671,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38697,574.560402,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=255607 Ack=7643581 Win=3645 Len=0
38698,574.670266,172.16.64.10,10.80.0.50,TDS,93,Response
38699,574.670407,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38700,574.711093,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=255646 Ack=7644747 Win=3645 Len=0
38701,574.783307,172.16.64.10,10.80.0.50,TDS,93,Response
38702,574.783467,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38703,574.823934,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=255685 Ack=7645913 Win=3645 Len=0
38704,574.911325,172.16.64.10,10.80.0.50,TDS,93,Response
38705,574.91144,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38707,574.951949,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=255724 Ack=7647079 Win=3645 Len=0
38709,575.038623,172.16.64.10,10.80.0.50,TDS,93,Response
38710,575.038731,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38712,575.079032,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=255763 Ack=7648245 Win=3645 Len=0
38713,575.150422,172.16.64.10,10.80.0.50,TDS,93,Response
38714,575.150582,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38715,575.190765,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=255802 Ack=7649411 Win=3645 Len=0
38716,575.258347,172.16.64.10,10.80.0.50,TDS,93,Response
38717,575.258465,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38718,575.29912,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=255841 Ack=7650577 Win=3645 Len=0
38719,575.36451,172.16.64.10,10.80.0.50,TDS,93,Response
38720,575.364632,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38721,575.404732,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=255880 Ack=7651743 Win=3645 Len=0
38723,575.465789,172.16.64.10,10.80.0.50,TDS,93,Response
38724,575.46594,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38725,575.505784,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=255919 Ack=7652909 Win=3645 Len=0
38726,575.570637,172.16.64.10,10.80.0.50,TDS,93,Response
38727,575.570752,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38729,575.610778,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=255958 Ack=7654075 Win=3645 Len=0
38730,575.67349,172.16.64.10,10.80.0.50,TDS,93,Response
38731,575.673619,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38732,575.71372,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=255997 Ack=7655241 Win=3645 Len=0
38736,575.776605,172.16.64.10,10.80.0.50,TDS,93,Response
38737,575.776777,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38738,575.81673,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=256036 Ack=7656407 Win=3645 Len=0
38740,575.875208,172.16.64.10,10.80.0.50,TDS,93,Response
38741,575.875319,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38742,575.915813,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=256075 Ack=7657573 Win=3645 Len=0
38744,575.990016,172.16.64.10,10.80.0.50,TDS,93,Response
38745,575.990139,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38746,576.031126,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=256114 Ack=7658739 Win=3645 Len=0
38747,576.084363,172.16.64.10,10.80.0.50,TDS,93,Response
38748,576.084544,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38749,576.124944,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=256153 Ack=7659905 Win=3645 Len=0
38750,576.188012,172.16.64.10,10.80.0.50,TDS,93,Response
38751,576.188124,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38752,576.228808,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=256192 Ack=7661071 Win=3645 Len=0
38753,576.288908,172.16.64.10,10.80.0.50,TDS,93,Response
38754,576.289064,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38755,576.328806,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=256231 Ack=7662237 Win=3645 Len=0
38756,576.388198,172.16.64.10,10.80.0.50,TDS,93,Response
38757,576.388342,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38758,576.429179,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=256270 Ack=7663403 Win=3645 Len=0
38759,576.494274,172.16.64.10,10.80.0.50,TDS,93,Response
38760,576.494436,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38762,576.534771,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=256309 Ack=7664569 Win=3645 Len=0
38763,576.602557,172.16.64.10,10.80.0.50,TDS,93,Response
38764,576.602686,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38766,576.642995,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=256348 Ack=7665735 Win=3645 Len=0
38768,576.711972,172.16.64.10,10.80.0.50,TDS,93,Response
38769,576.712097,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38770,576.751787,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=256387 Ack=7666901 Win=3645 Len=0
38771,576.823276,172.16.64.10,10.80.0.50,TDS,93,Response
38772,576.823428,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38773,576.86386,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=256426 Ack=7668067 Win=3645 Len=0
38775,576.935834,172.16.64.10,10.80.0.50,TDS,93,Response
38776,576.935988,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38779,576.975712,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=256465 Ack=7669233 Win=3645 Len=0
38784,577.0399,172.16.64.10,10.80.0.50,TDS,93,Response
38785,577.039998,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38786,577.081115,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=256504 Ack=7670399 Win=3645 Len=0
38789,577.141714,172.16.64.10,10.80.0.50,TDS,93,Response
38790,577.141852,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38791,577.181777,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=256543 Ack=7671565 Win=3645 Len=0
38792,577.24115,172.16.64.10,10.80.0.50,TDS,93,Response
38793,577.241323,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38794,577.281723,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=256582 Ack=7672731 Win=3645 Len=0
38795,577.350418,172.16.64.10,10.80.0.50,TDS,93,Response
38796,577.350558,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38797,577.391213,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=256621 Ack=7673897 Win=3645 Len=0
38798,577.463328,172.16.64.10,10.80.0.50,TDS,93,Response
38799,577.463456,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38800,577.504138,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=256660 Ack=7675063 Win=3645 Len=0
38801,577.576469,172.16.64.10,10.80.0.50,TDS,93,Response
38802,577.576579,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38804,577.616729,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=256699 Ack=7676229 Win=3645 Len=0
38805,577.693882,172.16.64.10,10.80.0.50,TDS,93,Response
38806,577.694006,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38807,577.733747,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=256738 Ack=7677395 Win=3645 Len=0
38809,577.811915,172.16.64.10,10.80.0.50,TDS,93,Response
38810,577.812023,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38811,577.853163,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=256777 Ack=7678561 Win=3645 Len=0
38814,577.927062,172.16.64.10,10.80.0.50,TDS,93,Response
38815,577.927173,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38816,577.968159,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=256816 Ack=7679727 Win=3645 Len=0
38817,578.022147,172.16.64.10,10.80.0.50,TDS,93,Response
38818,578.022261,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38820,578.063021,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=256855 Ack=7680893 Win=3645 Len=0
38821,578.120237,172.16.64.10,10.80.0.50,TDS,93,Response
38822,578.120383,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38823,578.160752,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=256894 Ack=7682059 Win=3645 Len=0
38824,578.208276,172.16.64.10,10.80.0.50,TDS,93,Response
38825,578.208387,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38826,578.248693,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=256933 Ack=7683225 Win=3645 Len=0
38827,578.294357,172.16.64.10,10.80.0.50,TDS,93,Response
38828,578.294509,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38829,578.335142,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=256972 Ack=7684391 Win=3645 Len=0
38830,578.377839,172.16.64.10,10.80.0.50,TDS,93,Response
38831,578.377939,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38832,578.41779,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=257011 Ack=7685557 Win=3645 Len=0
38833,578.460877,172.16.64.10,10.80.0.50,TDS,93,Response
38834,578.461033,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38835,578.500797,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=257050 Ack=7686723 Win=3645 Len=0
38836,578.543413,172.16.64.10,10.80.0.50,TDS,93,Response
38837,578.543567,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38840,578.583724,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=257089 Ack=7687889 Win=3645 Len=0
38842,578.626911,172.16.64.10,10.80.0.50,TDS,93,Response
38843,578.627046,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38845,578.666705,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=257128 Ack=7689055 Win=3645 Len=0
38846,578.71094,172.16.64.10,10.80.0.50,TDS,93,Response
38847,578.711087,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38849,578.752059,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=257167 Ack=7690221 Win=3645 Len=0
38850,578.794649,172.16.64.10,10.80.0.50,TDS,93,Response
38851,578.794759,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38852,578.835027,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=257206 Ack=7691387 Win=3645 Len=0
38853,578.875845,172.16.64.10,10.80.0.50,TDS,93,Response
38854,578.875956,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38855,578.915741,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=257245 Ack=7692553 Win=3645 Len=0
38856,578.959031,172.16.64.10,10.80.0.50,TDS,93,Response
38857,578.959139,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38858,578.999795,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=257284 Ack=7693719 Win=3645 Len=0
38859,579.043771,172.16.64.10,10.80.0.50,TDS,93,Response
38860,579.043923,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38861,579.084216,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=257323 Ack=7694885 Win=3645 Len=0
38862,579.127104,172.16.64.10,10.80.0.50,TDS,93,Response
38863,579.127268,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38865,579.167675,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=257362 Ack=7696051 Win=3645 Len=0
38866,579.210143,172.16.64.10,10.80.0.50,TDS,93,Response
38867,579.210298,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38869,579.250753,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=257401 Ack=7697217 Win=3645 Len=0
38871,579.295053,172.16.64.10,10.80.0.50,TDS,93,Response
38872,579.295163,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38873,579.335819,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=257440 Ack=7698383 Win=3645 Len=0
38874,579.378795,172.16.64.10,10.80.0.50,TDS,93,Response
38875,579.378932,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38876,579.418758,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=257479 Ack=7699549 Win=3645 Len=0
38877,579.460549,172.16.64.10,10.80.0.50,TDS,93,Response
38878,579.460689,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38879,579.500767,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=257518 Ack=7700715 Win=3645 Len=0
38880,579.543107,172.16.64.10,10.80.0.50,TDS,93,Response
38881,579.543237,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38883,579.583649,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=257557 Ack=7701881 Win=3645 Len=0
38884,579.625483,172.16.64.10,10.80.0.50,TDS,93,Response
38885,579.625606,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38886,579.665713,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=257596 Ack=7703047 Win=3645 Len=0
38887,579.706281,172.16.64.10,10.80.0.50,TDS,93,Response
38888,579.706388,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
38889,579.74676,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=257635 Ack=7704213 Win=3645 Len=0
